flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss,,,,,,,,,,, 
🇺🇸,zylenox,0,0,8:11.111,8:13.283,16 Mar 2023,1177,(U),3386076644250915113,15,Yes,https://www.youtube.com/watch?v=t_huEH4IZxg,8,13,283,493283,2172,2.172,491111,1.202076718,465828,1.058938063,,0.5552,0.8465586261,52.8888,95.2677,639.9892,2.42490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1177,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇦🇺,bigbigmongey,0,1,8:12.044,8:12.649,02 Jul 2024,703,(V),8478412829008933608,,,https://www.speedrun.com/mc/runs/z0dvl6ey,8,12,649,492649,605,0.605,492044,1.20053173,421494,1.168816163,,0.7036,1.590024694,54.9070,78.0336,644.9086,2.40006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇬🇧,priffie,0,0,8:12.799,8:12.799,24 Nov 2024,558,(U),-8570838528164744494,,,https://www.youtube.com/watch?v=7FDQZBJ-OMw,8,12,799,492799,0,0,492799,1.200897263,421494,1.16917204,,0.7565,1.593203337,58.9777,77.9571,643.7473,2.40592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,0.00000002847864867,0.00002220113874,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇨🇦,MrBudgie,0,1,8:10.638,8:13.690,16 Aug 2024,658,(V),1320019232325394424,,,https://www.speedrun.com/mc/runs/yvx1dexz,8,13,690,493690,3052,3.052,490638,1.203068533,421494,1.17128595,,0.7196,1.612204547,55.7723,77.4999,636.8163,2.44096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0,0.0000000003286035578,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇨🇦,Aquacorde,0,0,8:14.109,8:14.109,05 Jul 2025,335,(U),6586350975935929914,,,https://www.youtube.com/watch?v=G0Hp7oeSKuw,8,14,109,494109,0,0,494109,1.20408959,410359,1.20408959,,0.8458,1.934769938,59.0472,69.8142,633.5378,2.45760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,335,0.0232945116,16.26287727,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇬🇧,priffie,0,0,8:14.135,8:14.135,17 Nov 2024,565,(U),unknown,,,https://www.youtube.com/watch?v=vyuhDkjpgio,8,14,135,494135,0,0,494135,1.204152949,421494,1.172341718,,0.7539,1.621771835,58.2534,77.2698,633.3340,2.45864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,0.00000001468833053,0.00001134964423,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,Bloon,0,1,8:14.162,8:14.162,27 Oct 2025,221,(V),-960978816984086672,,,https://www.speedrun.com/mc/runs/z0k9kvjm,8,14,162,494162,0,0,494162,1.204218745,410359,1.204218745,,0.8954,1.936148012,62.4817,69.7818,633.1223,2.45972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0.3398040673,237.1215393,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇨🇦,Jay12310,0,0,8:14.911,8:14.911,01 Dec 2025,186,(U),unknown,,,https://www.youtube.com/watch?v=DQen1iTu-So&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=9,8,14,911,494911,0,0,494911,1.206043976,410359,1.206043976,,0.9112,1.955718132,63.1666,69.3229,627.2291,2.48975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,186,0.525457693,364.2624289,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇸🇪,PAPLERR,0,0,8:14.936,8:14.936,23 Jan 2025,498,(U),unknown,,,https://www.youtube.com/watch?v=RzVXc5XHumc,8,14,936,494936,0,0,494936,1.206104898,421494,1.174242101,,0.7796,1.639123735,59.9128,76.8526,627.0318,2.49076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,0.000004327159655,0.003325534854,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,doogile,1,1,8:10.241,8:15.537,06 Nov 2022,1307,(V),9153513292182018950,,,https://www.youtube.com/watch?v=8DYIvJETTDE,8,15,537,495537,5296,5.296,490241,1.20756947,517884,0.9568494103,,0.5202,0.467176738,53.1053,102.0821,622.2749,2.51511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇩🇰,Bloopy,0,0,8:15.715,8:15.715,06 Apr 2026,60,(U),3795610833190711920,,,https://www.youtube.com/watch?v=Tk_-9crkNP0,8,15,715,495715,0,0,495715,1.208003236,410359,1.208003236,,0.9704,1.976924004,66.7927,68.8268,620.8615,2.52236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.9786316094,673.5608662,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇨🇦,Aquacorde,0,0,8:16.080,8:16.080,19 Jul 2025,321,(U),-3413707190764289689,,,https://www.youtube.com/watch?v=ip7IP1Srx_o,8,16,80,496080,0,0,496080,1.208892701,410359,1.208892701,,0.8517,1.986619387,58.4282,68.6004,617.9568,2.53729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,321,0.0366033285,25.11004362,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇧🇪,akbh,0,1,8:16.150,8:16.150,28 Oct 2025,220,(V),-494949671729861114,,,https://www.speedrun.com/mc/runs/y9w1kxrz,8,16,150,496150,0,0,496150,1.209063284,410359,1.209063284,,0.8958,1.988483673,61.4156,68.5569,617.3987,2.54017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,0.3447968072,236.3821508,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇬🇧,Mauvu,0,1,8:16.269,8:16.269,04 Jun 2025,366,(V),7577249546337144986,,,https://www.speedrun.com/mc/runs/yvl7e48z,8,16,269,496269,0,0,496269,1.209353274,421494,1.177404661,,0.8328,1.668376254,63.4152,76.1499,616.4493,2.54506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,0.00742583903,5.654766712,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇸🇰,NoFear1337,0,0,8:16.272,8:16.613,23 Apr 2026,43,(U),unknown,,,https://www.youtube.com/watch?v=NVqSAkRBd_4,8,16,613,496613,341,0.341,496272,1.210191564,410359,1.210191564,,0.9787,2.000854402,66.8165,68.2686,613.6998,2.55925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0.9920808232,677.2796422,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇦🇷,TuCara9,0,1,8:17.207,8:17.713,26 Nov 2025,191,(V),7314274440218677457,,,https://www.speedrun.com/mc/runs/m326p64y,8,17,713,497713,506,0.506,497207,1.212872144,410359,1.212872144,,0.9089,2.03052378,61.4238,67.5790,604.8578,2.60510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,0.4981833485,336.6672045,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇨🇦,Aquacorde,0,0,8:17.895,8:17.895,12 Aug 2025,297,(U),-7262470716101336113,,,https://www.youtube.com/watch?v=ytYXAwlQPWg,8,17,895,497895,0,0,497895,1.213315658,410359,1.213315658,,0.8620,2.035470782,58.1542,67.4643,603.3878,2.61276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,297,0.07281689329,49.12538027,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇮🇪,ContraVz,0,1,8:17.914,8:17.914,03 Apr 2025,428,(V),3844627486666536870,,,https://www.speedrun.com/mc/runs/y2n4p27y,8,17,914,497914,0,0,497914,1.213361959,421494,1.181307444,,0.8073,1.705131399,60.7677,75.2682,603.2342,2.61356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,0.0003935607178,0.2962261686,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇸🇪,v_strid,0,0,8:16.534,8:17.953,15 Apr 2025,416,(U),unknown,,,https://www.youtube.com/watch?v=r74-BZB9cgs,8,17,953,497953,1419,1.419,496534,1.213456997,421494,1.181399972,,0.8122,1.706011679,61.1162,75.2471,602.9188,2.61521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,PAPLERR,0,0,8:18.269,8:18.269,29 Oct 2024,584,(U),unknown,,,https://www.youtube.com/watch?v=ywRKfkc5_kM,8,18,269,498269,0,0,498269,1.214227055,421494,1.182149687,,0.7468,1.713159479,56.0643,75.0759,600.3606,2.62857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,0.000000002238028707,0.000001680219883,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,Feinberg,0,1,8:15.802,8:18.453,23 Oct 2025,225,(V),-4568351362798030549,,,https://www.speedrun.com/mc/runs/zp5lnlny,8,18,453,498453,2651,2.651,495802,1.214675443,410359,1.214675443,,0.8936,2.050705749,59.9706,67.1115,598.8682,2.63637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,0.3201189927,214.8366237,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇩🇪,jason_n,0,0,8:18.588,8:18.588,19 Aug 2025,290,(U),4176206987315611766,,,https://www.youtube.com/watch?v=GBSM3X1G7Rg,8,18,588,498588,0,0,498588,1.215004423,410359,1.215004423,,0.8650,2.054407032,57.9789,67.0259,597.7720,2.64211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,290,0.08725678115,58.48464257,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇩🇰,Bloopy,0,0,8:18.601,8:18.601,02 Aug 2025,307,(U),121410886578867315,,,https://www.youtube.com/watch?v=EwXtlrbNI1o,8,18,601,498601,0,0,498601,1.215036103,410359,1.215036103,,0.8577,2.054763769,57.4811,67.0177,597.6664,2.64267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,307,0.05538512074,37.11780788,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,zylenox,0,0,8:17.546,8:18.731,15 Apr 2024,781,(U),3379831003145275556,,,https://www.youtube.com/watch?v=JDIyooRslEc,8,18,731,498731,1185,1.185,497546,1.215352898,421494,1.183245788,,0.6767,1.723658811,50.6351,74.8245,596.6097,2.64821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,781,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:17.174,8:19.441,19 May 2024,747,(U),3087289280453736272,,,https://www.youtube.com/watch?v=82fZlnldpjc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=21,8,19,441,499441,2267,2.267,497174,1.217083091,421494,1.184930272,,0.6883,1.739908312,51.2357,74.4357,590.8214,2.67866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,747,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇫🇮,sadekeppi,0,0,8:19.618,8:19.618,22 Mar 2026,75,(U),6063058172507802220,,,https://www.youtube.com/watch?v=jy9oRPGabRY,8,19,618,499618,0,0,499618,1.21751442,410359,1.21751442,,0.9632,2.082845155,63.9270,66.3698,589.3739,2.68630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0.9586900093,636.2808578,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:19.619,8:19.619,09 Oct 2024,604,(U),-7062641621573021177,,,https://www.youtube.com/watch?v=qIX6RDLk3Fw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=79,8,19,619,499619,0,0,499619,1.217516857,421494,1.185352579,,0.7393,1.744003915,54.9608,74.3378,589.3657,2.68634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,604,0.0000000002693831501,0.0000002002534526,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇭🇷,Mar1n,0,1,8:19.806,8:19.806,21 Oct 2024,592,(V),698532108666567657,,,https://www.speedrun.com/mc/runs/z1n66ojy,8,19,806,499806,0,0,499806,1.217972556,421494,1.185796239,,0.7438,1.748316039,55.2148,74.2347,587.8346,2.69444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,0.0000000009760875799,0.0000007245957739,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,Reignex,0,1,8:19.298,8:19.817,24 Sep 2023,985,(U),-3985147101755228047,,,https://www.youtube.com/watch?v=P5dL8lNC1pw,8,19,817,499817,519,0.519,499298,1.217999362,465828,1.072964699,,0.6111,0.9185930283,57.2815,93.7356,587.7445,2.69491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇦,7rowl,0,1,8:17.517,8:20.033,31 May 2023,1101,(V),-3529659453233886563,,,https://www.speedrun.com/mc/runs/zqj4529m,8,20,33,500033,2516,2.516,497517,1.21852573,465828,1.07342839,,0.5767,0.9210725728,54.0227,93.6819,585.9733,2.70429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇿🇦,Airpodsz,0,1,8:20.084,8:20.084,22 Jun 2025,348,(U),-4055965136463756680,,,https://www.youtube.com/watch?v=TTa_ZbIyFbM&list=PLjW0OIc7zcEcqLcQwe9V6NfJUy0AUDomQ&index=11,8,20,84,500084,0,0,500084,1.218650011,410359,1.218650011,,0.8403,2.095827408,55.5195,66.0712,585.5548,2.70651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,0.01478090402,9.76592628,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:20.209,8:20.209,15 Dec 2024,537,(U),-6441503782371694371,,,https://www.youtube.com/watch?v=MBNYYvNrJZk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=103,8,20,209,500209,0,0,500209,1.218954623,421494,1.186752362,,0.7645,1.757641982,56.5840,74.0119,584.5283,2.71196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,537,0.0000001882649985,0.000139338504,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:20.575,8:20.575,29 Aug 2024,645,(U),6341036276828892777,,,https://www.youtube.com/watch?v=mUhBdkUS4Xo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=61,8,20,575,500575,0,0,500575,1.219846525,421494,1.187620702,,0.7243,1.76615085,53.4623,73.8087,581.5179,2.72796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,645,0,0.000000001638392585,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,doogile,0,0,8:20.954,8:20.954,22 Sep 2024,621,(U),5840096564526051748,,,https://www.youtube.com/watch?v=GqY9MGcuvWk,8,20,954,500954,0,0,500954,1.220770106,421494,1.188519884,,0.7331,1.775001374,53.9529,73.5976,578.3931,2.74462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,621,0,0.00000002925810907,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇹🇿,Kxpow,0,1,8:19.128,8:20.966,05 Dec 2023,913,(V),-207017292191506931,,,https://www.speedrun.com/mc/runs/z5ke9xjz,8,20,966,500966,1838,1.838,499128,1.220799349,465828,1.075431275,,0.6335,0.9318569318,59.1990,93.4479,578.2940,2.74515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇹🇿,Kxpow,0,1,8:19.488,8:21.011,09 Jan 2024,878,(V),4490097923820258206,,,https://www.speedrun.com/mc/runs/y8kg0e1y,8,21,11,501011,1523,1.523,499488,1.220909009,421494,1.188655117,,0.6447,1.776335935,47.4264,73.5657,577.9224,2.74713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇦,dinonuggieboi,0,1,8:20.213,8:21.405,23 Dec 2024,529,(V),2194551805406621364,,,https://www.speedrun.com/mc/runs/zpk476gy,8,21,405,501405,1192,1.192,500213,1.221869144,421494,1.189589887,,0.7676,1.785585745,56.2990,73.3452,574.6648,2.76456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,0.0000003722914208,0.0002730579021,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇫🇮,AndrewCrow,0,1,8:19.952,8:21.407,19 Oct 2025,229,(V),4078753902684247139,,,https://www.speedrun.com/mc/runs/yw580r9y,8,21,407,501407,1455,1.455,499952,1.221874018,410359,1.221874018,,0.8918,2.133082554,58.1619,65.2177,574.6483,2.76465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,0.3009235901,196.255427,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:22.065,8:22.065,06 Mar 2026,91,(U),unknown,,,https://www.youtube.com/watch?v=WR8_NH2aZTo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=171,8,22,65,502065,0,0,502065,1.223477492,410359,1.223477492,,0.9555,2.151832444,61.9081,64.7900,569.1902,2.79399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0.9274122483,600.8705889,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,Feinberg,0,1,8:21.322,8:22.104,21 Oct 2025,227,(V),8513141949686627238,,,https://www.speedrun.com/mc/runs/yw58n63y,8,22,104,502104,782,0.782,501322,1.22357253,410359,1.22357253,,0.8927,2.152948396,57.8156,64.7646,568.8660,2.79574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,0.3104574885,201.0665741,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇩🇪,jason_n,0,0,8:22.273,8:22.273,02 Feb 2026,123,(U),7995908203394493910,,,https://www.youtube.com/watch?v=JHDFp57LuTQ,8,22,273,502273,0,0,502273,1.223984365,410359,1.223984365,,0.9404,2.157790205,60.7980,64.6544,567.4604,2.80333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,123,0.8302016134,536.7618735,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:22.292,8:22.292,10 Dec 2024,542,(U),7706444672099891654,,,https://www.youtube.com/watch?v=VKGDkYwS24I&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=101,8,22,292,502292,0,0,502292,1.224030666,421494,1.191694306,,0.7626,1.806569797,55.5532,72.8455,567.3023,2.80418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,542,0.0000001216632566,0.00008862623369,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇫🇷,M4xx,0,1,8:21.006,8:22.690,16 Aug 2024,658,(V),2010915653729741497,,,https://www.speedrun.com/mc/runs/y9d9rr2m,8,22,690,502690,1684,1.684,501006,1.225000548,421494,1.192638567,,0.7196,1.816057944,52.2604,72.6199,563.9862,2.82212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0,0.0000000003079118846,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇸🇪,v_strid,0,0,8:22.895,8:23.209,24 Feb 2025,466,(U),unknown,,,https://www.youtube.com/watch?v=ghEHinYlhQ4,8,23,209,503209,314,0.314,502895,1.226265295,421494,1.193869901,,0.7922,1.828498578,57.2920,72.3243,559.6506,2.84568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
