flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss 
🇳🇴,skycrab1,0,0,9:02.208,9:08.108,24 Aug 2024,620,(U),8200471492953039268,,,https://www.youtube.com/watch?v=7kCryLBekaY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=59,9,8,108,548108,548,0,410359,1.335679247,421494,1.300393363,-0.0005,0.7334,4.188537237,244.0970,332.8079,324.1519,3.89215,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,620,0,0.00000001485046861,
🇳🇴,skycrab1,0,0,9:08.173,9:08.173,22 Jul 2025,288,(U),unknown,,,https://www.youtube.com/watch?v=ywxlACuqAe0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=137,9,8,173,548173,548,0,410359,1.335837645,410359,1.335837645,-0.0005,0.8659,5.169900404,193.7883,223.8031,323.7070,3.89530,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.09174087977,20.53188912,
🇹🇿,Kxpow,0,0,9:04.666,9:08.266,14 Nov 2023,904,(U),-4809940892150569008,,,https://www.youtube.com/watch?v=gg6rLSlqqqc,9,8,266,548266,548,0,410359,1.336064275,465828,1.176970899,-0.0005,0.6364,1.941178114,463.7992,728.8382,323.0708,3.89981,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,0,0,
🇧🇪,boyenn,0,0,9:08.407,9:08.407,09 Mar 2025,423,(U),unknown,,,https://www.youtube.com/watch?v=PIdpIYU0iN8,9,8,407,548407,548,0,410359,1.336407877,421494,1.301102744,-0.0005,0.8094,4.206414141,267.4883,330.4898,322.1069,3.90665,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,423,0.0005163649887,0.1706533773,
🇸🇰,NoFear1337,0,0,9:08.371,9:08.421,08 Jun 2023,1063,(U),unknown,,,https://www.youtube.com/watch?v=IffgSK8FXyU,9,8,421,548421,548,0,410359,1.336441993,465828,1.17730364,-0.0005,0.5877,1.945346385,427.8286,727.9429,322.0112,3.90733,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,0,0,
🇨🇦,Aquacorde,0,0,9:08.473,9:08.473,17 Jul 2025,293,(U),-4757456621971521047,,,https://www.youtube.com/watch?v=3NgUon3iBFM,9,8,473,548473,548,0,410359,1.336568712,410359,1.336568712,-0.0005,0.8637,5.192139904,191.5188,221.7357,321.6560,3.90986,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,293,0.08083253772,17.9234582,
🇸🇰,NoFear1337,0,0,9:05.980,9:08.551,02 Feb 2024,824,(U),unknown,,,https://www.youtube.com/watch?v=4fdVhFGeQgo&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=5,9,8,551,548551,549,1,410359,1.336758789,421494,1.301444386,-0.0005,0.6623,4.215048128,218.1530,329.3749,321.1234,3.91365,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,824,0,0,
🇮🇹,drip120,0,0,9:07.364,9:08.692,01 Nov 2025,186,(U),unknown,,,https://www.youtube.com/watch?v=xe-spdcY7jk,9,8,692,548692,549,1,410359,1.337102391,410359,1.337102391,-0.0005,0.9112,5.208428594,200.6739,220.2320,320.1612,3.92052,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,186,0.525457693,115.7225791,
🇺🇸,doogile,0,0,9:08.808,9:08.808,22 May 2025,349,(U),7495631434322162088,,,https://www.youtube.com/watch?v=p9ACbnS-GcQ,9,8,808,548808,549,1,410359,1.33738507,421494,1.302054122,-0.0005,0.8399,4.230496874,274.9653,327.3876,319.3703,3.92618,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,349,0.01425204463,4.665942604,
🇫🇮,Cube1337x,1,1,9:06.178,9:08.820,22 Jan 2022,1565,(V),5182416045755256460,,,https://www.speedrun.com/mc/runs/mr673jdm,9,8,820,548820,549,1,410359,1.337414313,576000,0.9528125,-0.0005,0.4573,0.4396483997,467.0828,1021.4788,319.2885,3.92676,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1565,0,0,
🇳🇴,skycrab1,0,0,9:09.076,9:09.076,26 Nov 2024,526,(U),9146773889861471357,,,https://www.youtube.com/watch?v=YABLZ52h9Ug&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=98,9,9,76,549076,549,0,410359,1.338038157,421494,1.302689955,-0.0005,0.7687,4.246660881,250.0861,325.3186,317.5452,3.93928,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,526,0.0000004782378663,0.0001555796909,
🇭🇺,Fe666,0,1,9:06.021,9:09.448,23 Jan 2023,1199,(V),2113816333217399931,,,https://www.speedrun.com/mc/run/y4g7pk2y,9,9,448,549448,549,0,410359,1.33894468,495537,1.108793087,-0.0005,0.5491,1.242283967,482.9736,879.5954,315.0170,3.95752,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.533,9:09.719,10 Apr 2024,756,(U),unknown,,,https://www.youtube.com/watch?v=s7Oyw0cBsDM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=14,9,9,719,549719,550,1,410359,1.339605078,421494,1.304215481,-0.0005,0.6852,4.285668333,219.5268,320.3693,313.1792,3.97086,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,756,0,0,
🇺🇸,doogile,0,0,9:08.362,9:09.903,03 Feb 2024,823,(U),4060064418388945747,,,https://www.youtube.com/watch?v=z1xyWdGMjq8,9,9,903,549903,550,1,410359,1.340053465,421494,1.304652024,-0.0005,0.6627,4.296889569,211.3586,318.9569,311.9333,3.97994,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,823,0,0,
🇸🇰,NoFear1337,0,0,9:09.128,9:10.259,08 Jun 2025,332,(U),unknown,,,https://www.youtube.com/watch?v=SiADDCUpd7E,9,10,259,550259,550,0,410359,1.340920998,421494,1.305496638,-0.0005,0.8470,4.318674974,267.8609,316.2293,309.5271,3.99756,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,332,0.02574700936,8.141959226,
🇹🇿,Kxpow,0,0,9:05.662,9:10.523,09 Nov 2023,909,(U),78496239085493281,,,https://www.youtube.com/watch?v=gieho9nQgi0,9,10,523,550523,551,1,410359,1.341564338,465828,1.181816035,-0.0005,0.6348,2.002694359,454.2740,715.6567,307.7465,4.01066,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,0,0,
🇺🇸,doogile,0,0,9:07.746,9:10.622,05 Nov 2023,913,(U),1666689678537156689,,,https://www.youtube.com/watch?v=VZnZzz2vZfk,9,10,622,550622,551,1,410359,1.34180559,465828,1.18202856,-0.0005,0.6335,2.005433359,452.9956,715.0715,307.0796,4.01559,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,913,0,0,
🇳🇴,skycrab1,0,0,9:09.863,9:10.809,08 Mar 2024,789,(U),unknown,,,https://www.youtube.com/watch?v=LhLJ0UepT94&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=11,9,10,809,550809,551,1,410359,1.342261288,421494,1.30680152,-0.0005,0.6740,4.352526736,210.3126,312.0287,305.8212,4.02491,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,789,0,0,
🇭🇷,CroProYT,0,1,9:10.972,9:10.972,06 May 2023,1095.645833,(V),-3937688426642137933,,,https://www.speedrun.com/mc/run/z5p1o7dm,9,10,972,550972,551,1,410359,1.342658501,465828,1.18277991,-0.0005,0.5782,2.015144373,412.2603,712.9975,304.7257,4.03305,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Feinberg,0,0,9:07.558,9:11.108,05 Mar 2024,792,(U),-6417905259519219654,,,https://www.youtube.com/watch?v=OEKYeJXKFLs,9,11,108,551108,551,0,410359,1.342989919,421494,1.307510902,-0.0005,0.6730,4.371029323,208.4652,309.7520,303.8126,4.03985,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,catJAM19,0,1,9:09.695,9:11.108,21 Oct 2025,197,(V),8621681605212957189,,,https://www.speedrun.com/mc/runs/yw58nw2y,9,11,108,551108,551,0,410359,1.342989919,410359,1.342989919,-0.0005,0.9062,5.391173773,184.8245,203.9565,303.8126,4.03985,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:10.726,9:11.397,13 Jun 2024,692,(U),-8879598757614006862,,,https://www.youtube.com/watch?v=cIcsjmes9iM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=29,9,11,397,551397,551,0,410359,1.34369418,421494,1.308196558,-0.0005,0.7075,4.388980001,217.5999,307.5562,301.8753,4.05433,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,692,0,0,
🇫🇮,sadekeppi,0,0,9:11.155,9:11.500,28 Mar 2026,39,(U),unknown,,,https://www.youtube.com/watch?v=n1bfxslQnoY,9,11,500,551500,552,1,410359,1.34394518,410359,1.34394518,-0.0005,0.9807,5.421357491,197.4827,201.3714,301.1858,4.05950,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.538,9:11.538,19 Dec 2025,138,(U),unknown,,,https://www.youtube.com/watch?v=cGZBFX1-arU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=160,9,11,538,551538,552,1,410359,1.344037782,410359,1.344037782,-0.0005,0.9333,5.424291458,187.7122,201.1216,300.9315,4.06142,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0.768890125,154.6404144,
🇫🇮,sadekeppi,0,0,9:11.468,9:11.596,25 Jan 2026,101,(U),unknown,,,https://www.youtube.com/watch?v=bauK5JutqFo,9,11,596,551596,552,1,410359,1.344179121,410359,1.344179121,-0.0005,0.9508,5.428772348,190.8550,200.7407,300.5436,4.06433,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,xzeroxy,0,1,9:04.267,9:11.604,25 Dec 2023,863,(V),861747958763840487,,,https://www.speedrun.com/mc/runs/yjwoo7dm,9,11,604,551604,552,1,410359,1.344198616,446254,1.236076315,-0.0005,0.6495,2.824785274,356.9388,549.5305,300.4901,4.06473,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.051,9:11.608,20 Sep 2025,228,(U),unknown,,,https://www.youtube.com/watch?v=jITLzyt8gXQ&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=141,9,11,608,551608,552,1,410359,1.344208364,410359,1.344208364,-0.0005,0.8923,5.42969984,179.0422,200.6619,300.4634,4.06494,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.3056742765,61.33718655,
🇳🇴,skycrab1,0,0,9:11.308,9:12.058,19 Dec 2025,138,(U),see video,,,https://www.youtube.com/watch?v=Z1rqujzYKV8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=159,9,12,58,552058,552,0,410359,1.345304965,410359,1.345304965,-0.0005,0.9333,5.464582933,184.5364,197.7190,297.4596,4.08763,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0.768890125,152.0241694,
🇮🇹,drip120,0,0,9:10.678,9:12.062,29 Aug 2024,615,(U),unknown,,,https://www.youtube.com/watch?v=LSRuTRyAUfA,9,12,62,552062,552,0,410359,1.345314712,421494,1.309774279,-0.0005,0.7353,4.430536123,222.4392,302.5219,297.4330,4.08784,,,,   ,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,615,0,0.00000002391682304,
🇦🇺,Erikfzf,0,1,9:12.227,9:12.227,05 Jul 2023,1036,(V),7337174511026994351,,,https://www.speedrun.com/mc/runs/znvqd5lm,9,12,227,552227,552,0,410359,1.345716799,465828,1.185474038,-0.0005,0.5957,2.050322279,420.2744,705.5008,296.3342,4.09619,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:12.154,9:12.313,18 Jun 2025,322,(U),unknown,,,https://www.youtube.com/watch?v=mgqba8qgpQE,9,12,313,552313,552,0,410359,1.345926372,410359,1.345926372,-0.0005,0.8513,5.484438561,166.9049,196.0607,295.7620,4.10054,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0.03548572415,6.957356615,
🇵🇱,okshey,0,1,9:09.804,9:12.402,11 Aug 2024,633,(V),-2254865974237692647,,,https://www.speedrun.com/mc/runs/z0qrw64m,9,12,402,552402,552,0,410359,1.346143255,421494,1.310580934,-0.0005,0.7287,4.451918648,218.5779,299.9580,295.1703,4.10506,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,0,0.000000002895896557,
🇳🇴,skycrab1,0,0,9:10.431,9:12.727,07 Feb 2026,88,(U),unknown,,,https://www.youtube.com/watch?v=__q_TjQ_FMo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=164,9,12,727,552727,553,1,410359,1.346935245,410359,1.346935245,-0.0005,0.9570,5.516811719,185.0587,193.3831,293.0129,4.12158,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0.9341229606,180.643593,
🇨🇿,Cursed_Carrot,0,1,9:00.750,9:12.941,11 Mar 2023,1152,(U),2638661032627702990,,,https://www.youtube.com/watch?v=xsjwfJw8KyQ,9,12,941,552941,553,1,410359,1.347456739,465828,1.187006792,-0.0005,0.5621,2.070587106,394.1709,701.1939,291.5954,4.13249,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.847,9:13.147,18 Feb 2024,808,(U),unknown,,,https://www.youtube.com/watch?v=kFt_4d61onA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=10,9,13,147,553147,553,0,410359,1.347958739,421494,1.312348456,-0.0005,0.6676,4.499094796,196.5308,294.3646,290.2331,4.14302,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,808,0,0,
🇺🇸,doogile,0,0,9:13.305,9:13.305,18 May 2025,353,(U),5319889205923870675,,,https://www.youtube.com/watch?v=ztGEXhDZfOU,9,13,305,553305,553,0,410359,1.348343767,421494,1.312723313,-0.0005,0.8382,4.509157253,245.7455,293.1828,289.1897,4.15111,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,353,0.0122933391,3.604195404,
🇵🇱,okshey,0,0,9:12.171,9:13.635,17 Jul 2025,293,(U),unknown,,,https://www.youtube.com/watch?v=ty4JUqRnYw0,9,13,635,553635,554,1,410359,1.349147941,410359,1.349147941,-0.0005,0.8637,5.588410722,162.0129,187.5744,287.0148,4.16806,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,0.08083253772,15.16211863,
🇨🇦,Aquacorde,0,1,9:13.730,9:13.730,02 May 2023,1100,(V),1132467978693802935,,,https://www.speedrun.com/mc/runs/z5poxedm,9,13,730,553730,554,1,410359,1.349379446,465828,1.18870055,-0.0005,0.5769,2.093194659,401.7878,696.3999,286.3898,4.17295,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,0,0,
🇸🇰,NoFear1337,0,0,9:10.602,9:13.999,04 Jul 2025,306,(U),unknown,,,https://www.youtube.com/watch?v=yNwHcISAArA,9,13,999,553999,554,1,410359,1.350034969,410359,1.350034969,-0.0005,0.8581,5.617345088,158.9864,185.2708,284.6226,4.18682,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0.05696822629,10.55455072,
🇫🇷,AstraF,0,1,9:12.826,9:14.135,24 Oct 2023,925,(V),8692637984665644759,,,https://www.speedrun.com/mc/runs/y4krq6nm,9,14,135,554135,554,0,410359,1.350366387,465828,1.18956997,-0.0005,0.6297,2.104887193,436.9697,693.9251,283.7306,4.19384,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:10.467,9:14.159,20 Sep 2025,228,(U),unknown,,,https://www.youtube.com/watch?v=OEZzZLeynP0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=139,9,14,159,554159,554,0,410359,1.350424872,410359,1.350424872,-0.0005,0.8923,5.630105661,164.4100,184.2628,283.5733,4.19509,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.3056742765,56.32440297,
🇳🇴,skycrab1,0,0,9:13.279,9:14.255,15 Feb 2024,811,(U),unknown,,,https://www.youtube.com/watch?v=WLjCJKEsbRU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=9,9,14,255,554255,554,0,410359,1.350658813,421494,1.3149772,-0.0005,0.6666,4.570085057,190.7336,286.1104,282.9444,4.20005,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,811,0,0,
🇳🇴,skycrab1,0,0,9:12.682,9:14.598,17 Aug 2024,627,(U),-7884786286742246917,,,https://www.youtube.com/watch?v=AzF0dGCk1Ow&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=56,9,14,598,554598,555,1,410359,1.351494667,421494,1.315790972,-0.0005,0.7309,4.592263502,207.2579,283.5713,280.7016,4.21785,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,627,0,0.000000005593142401,
🇵🇱,watermelon1708,0,0,9:12.401,9:14.662,24 Jul 2025,286,(U),unknown,,,https://www.youtube.com/watch?v=4QYqWY63NSU,9,14,662,554662,555,1,410359,1.351650628,410359,1.351650628,-0.0005,0.8668,5.670390073,156.9797,181.1121,280.2839,4.22118,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,286,0.09638876787,17.45717429,
🇺🇸,doogile,0,0,9:14.024,9:14.498,29 Jan 2024,828,(U),6589962244023862742,,,https://www.youtube.com/watch?v=-hzOpmkTbDU,9,14,498,554498,554,0,410359,1.351250978,421494,1.315553721,-0.0005,0.6610,4.585787562,187.9297,284.3108,281.3548,4.21265,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,828,0,0,
🇺🇸,Feinberg,0,0,9:11.174,9:14.994,27 Oct 2022,1287,(U),2915556913390472646,,,https://www.youtube.com/watch?v=DWH0YeK2M_A,9,14,994,554994,555,1,410359,1.352459676,517884,1.071656973,-0.0005,0.5255,0.9697939024,491.3416,935.0871,278.1204,4.23847,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:14.533,9:15.162,26 Apr 2024,740,(U),-3919243300877167705,,,https://www.youtube.com/watch?v=GeoFh01Ym_4,9,15,162,555162,555,0,410359,1.352869073,421494,1.317129069,-0.0005,0.6907,4.628941212,193.0005,279.4136,277.0280,4.24725,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,740,0,0,
🇫🇮,sadekeppi,0,0,9:13.584,9:15.527,14 Apr 2025,387,(U),-8290656219591381128,,,https://www.youtube.com/watch?v=Zz14GZVj_0g,9,15,527,555527,556,1,410359,1.353758538,421494,1.317995037,-0.0005,0.8241,4.652817089,228.0485,276.7344,274.6602,4.26638,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,0.003039505929,0.8411358325,
🇺🇸,doogile,0,0,9:14.089,9:15.601,11 Nov 2023,907,(U),2174062846577023263,,,https://www.youtube.com/watch?v=pUgJefjM1GA,9,15,601,555601,556,1,410359,1.353938868,465828,1.192717054,-0.0005,0.6354,2.147714651,435.1780,684.8878,274.1811,4.27026,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,907,0,0,
🇳🇴,skycrab1,0,0,9:14.966,9:16.045,09 Jul 2024,666,(U),1846406805123780457,,,https://www.youtube.com/watch?v=6Yj7_cuk-uM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=41,9,16,45,556045,556,0,410359,1.355020848,421494,1.319223998,-0.0005,0.7168,4.686890252,195.6411,272.9482,271.3130,4.29365,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,666,0,0,
🇨🇦,rdpill,0,1,9:09.681,9:16.183,20 Oct 2023,929,(V),7156324769459840152,,,https://www.speedrun.com/mc/runs/y9kngrnz,9,16,183,556183,556,0,410359,1.355357139,465828,1.193966443,-0.0005,0.6284,2.164937781,428.1412,681.2662,270.4239,4.30094,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
