flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss 
🇺🇸,doogile,0,0,8:31.615,8:34.469,03 Oct 2023,946,(U),2814215657097519375,,,https://www.youtube.com/watch?v=MruA0trsR5Y,8,34,469,514469,514,0,410359,1.253704683,465828,1.104418369,-0.0005,0.6231,1.206723101,552.7495,887.0532,563.8510,2.53409,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,946,0,0,
🇺🇸,Infume,0,0,8:34.629,8:34.629,08 Jul 2025,302,(U),unknown,,,https://www.youtube.com/watch?v=YAmH6pcDVA4,8,34,629,514629,515,1,410359,1.254094585,410359,1.254094585,-0.0005,0.8598,3.15923153,420.5071,489.0484,562.7307,2.53939,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:34.709,8:34.709,13 Sep 2024,600,(U),-251105327808432283,,,https://www.youtube.com/watch?v=_Zw3t6qzR0A&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=69,8,34,709,514709,515,1,410359,1.254289537,421494,1.221153801,-0.0005,0.7408,2.5724808,443.0947,598.1153,562.1702,2.54205,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,600,0.0000000004161397394,0.0000002488995388,
🇺🇸,meebie,0,0,8:34.971,8:34.971,16 Nov 2025,171,(U),unknown,,,https://www.youtube.com/watch?v=NwUTr6N_4P0&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=21,8,34,971,514971,515,1,410359,1.254928002,410359,1.254928002,-0.0005,0.9181,3.175533666,446.3756,486.2198,560.3335,2.55077,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,0.6065178621,294.9009991,
🇸🇰,NoFear1337,0,0,8:35.097,8:35.579,27 Dec 2023,861,(U),unknown,,,https://www.youtube.com/watch?v=op6VlwDM3Xo&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C,8,35,579,515579,516,1,410359,1.256409632,446254,1.155348748,-0.0005,0.6502,1.687357643,509.5852,783.7555,556.0636,2.57109,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,861,0,0,
🇳🇴,skycrab1,0,0,8:34.852,8:35.797,03 Aug 2024,641,(U),-5772469146569821756,,,https://www.youtube.com/watch?v=b47aZUBK814&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=47,8,35,797,515797,516,1,410359,1.256940874,421494,1.223735095,-0.0005,0.7258,2.614602395,428.0957,589.8374,554.5301,2.57841,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,641,0,0.000000002150371395,
🇳🇴,skycrab1,0,0,8:35.819,8:35.819,18 May 2025,353,(U),see video,,,https://www.youtube.com/watch?v=kDl3PmegjWA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=124,8,35,819,515819,516,1,410359,1.256994485,421494,1.22378729,-0.0005,0.8382,2.615460554,494.2602,589.6694,554.3753,2.57915,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,353,0.0122933391,7.249005665,
🇺🇸,meebie,0,0,8:35.914,8:35.914,18 Nov 2023,900,(U),-2503873430617653818,,,https://www.youtube.com/watch?v=c2uu-GXtiIc&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=5,8,35,914,515914,516,1,410359,1.25722599,465828,1.107520372,-0.0005,0.6376,1.231836756,562.2551,881.7915,553.7066,2.58235,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,900,0,0,
🇵🇱,watermelon1708,0,0,8:34.398,8:35.950,10 Nov 2025,177,(U),see video,,,https://www.youtube.com/watch?v=fEy7nXScnGI,8,35,950,515950,516,1,410359,1.257313718,410359,1.257313718,-0.0005,0.9153,3.222620713,437.6186,478.1133,553.4531,2.58357,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,177,0.5743459867,274.6024525,
🇸🇰,NoFear1337,0,0,8:31.037,8:35.967,25 Dec 2023,863,(U),4143928542736581557,16,Yes,https://www.youtube.com/watch?v=wOf3KZ159XE,8,35,967,515967,516,1,410359,1.257355145,446254,1.156218208,-0.0005,0.6495,1.696939406,507.7234,781.6733,553.3334,2.58414,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,863,0,0,
🇳🇴,skycrab1,0,0,8:36.102,8:36.102,29 Oct 2024,554,(U),-3646678682630251613,,,https://www.youtube.com/watch?v=okNmE6As3I8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=90,8,36,102,516102,516,0,410359,1.257684125,421494,1.224458711,-0.0005,0.7581,2.626522478,445.3620,587.5066,552.3825,2.58869,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,554,0.0000000412693229,0.00002424599823,
🇳🇴,skycrab1,0,0,8:34.986,8:36.447,30 May 2024,706,(U),5645148096058568914,,,https://www.youtube.com/watch?v=qmxUkDzqJLA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=25,8,36,447,516447,516,0,410359,1.258524853,421494,1.225277228,-0.0005,0.7026,2.640065419,410.9127,584.8648,549.9502,2.60036,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,706,0,0,
🇳🇴,skycrab1,0,0,8:35.909,8:36.678,13 Aug 2024,631,(U),-757577179228035098,,,https://www.youtube.com/watch?v=3jCFZ5mZbuw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=53,8,36,678,516678,517,1,410359,1.259087774,421494,1.225825279,-0.0005,0.7294,2.649168765,425.3220,583.0929,548.3199,2.60820,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,631,0,0.000000007153869042,
🇫🇮,AndrewCrow,0,0,8:33.154,8:36.802,20 Jul 2025,290,(U),unknown,,,https://www.youtube.com/watch?v=E1L_FPxRTuo,8,36,802,516802,517,1,410359,1.259389949,410359,1.259389949,-0.0005,0.8650,3.264111559,407.4677,471.0488,547.4442,2.61242,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,0.08725678115,41.10219798,
🇳🇴,skycrab1,0,0,8:36.197,8:36.807,30 Sep 2025,218,(U),unknown,,,https://www.youtube.com/watch?v=dGXgTgEdGVY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=142,8,36,807,516807,517,1,410359,1.259402133,410359,1.259402133,-0.0005,0.8967,3.264356467,422.3665,471.0073,547.4088,2.61259,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,218,0.3548630992,167.1431004,
🇺🇸,doogile,0,0,8:32.663,8:36.891,31 Mar 2024,766,(U),-8770456777787364691,,,https://www.youtube.com/watch?v=IRTvOCDfvbA,8,36,891,516891,517,1,410359,1.259606832,421494,1.226330624,-0.0005,0.6818,2.657588044,396.4449,581.4570,546.8154,2.61545,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,766,0,0,
🇵🇱,okshey,0,1,8:35.972,8:37.500,17 Apr 2025,384,(V),-1892453842458127965,,,https://www.speedrun.com/mc/runs/zn9dgq8y,8,37,500,517500,518,1,410359,1.261090898,421494,1.227775484,-0.0005,0.8253,2.681794451,476.0107,576.7682,542.5075,2.63627,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0.003474480179,2.003969527,
🇳🇴,skycrab1,0,0,8:36.373,8:37.680,12 Jun 2024,693,(U),8302535928926204218,,,https://www.youtube.com/watch?v=RUtcNVLefnE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=28,8,37,680,517680,518,1,410359,1.261529539,421494,1.228202537,-0.0005,0.7072,2.688987327,406.8844,575.3792,541.2325,2.64245,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,693,0,0,
🇨🇦,sockmonkey737,0,1,8:36.752,8:37.739,14 May 2025,357,(V),-3879107049025834895,,,https://www.speedrun.com/mc/runs/z5w7nw5z,8,37,739,517739,518,1,410359,1.261673315,421494,1.228342515,-0.0005,0.8365,2.691348804,480.9374,574.9236,540.8144,2.64448,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,rdpill,0,1,8:34.580,8:37.769,05 Nov 2024,547,(V),4338721383690060751,,,https://www.speedrun.com/mc/runs/m7nn9r0z,8,37,769,517769,518,1,410359,1.261746422,421494,1.22841369,-0.0005,0.7607,2.692550278,437.1752,574.6919,540.6018,2.64551,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇱,sagi_enderman,1,1,8:31.726,8:37.884,29 Jul 2022,1377,(V),-774874644388946464,,,https://www.speedrun.com/mc/runs/mkdld9xy,8,37,884,517884,518,1,410359,1.262026664,548820,0.9436317918,-0.0005,0.5023,0.4143333915,514.5510,1024.3306,539.7866,2.64947,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1377,0,0,
🇺🇸,meebie,0,0,8:37.477,8:37.975,07 Aug 2023,1003,(U),1459462342630812192,,,https://www.youtube.com/watch?v=C983h_XUVjM&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=3,8,37,975,517975,518,1,410359,1.262248422,465828,1.111944752,-0.0005,0.6056,1.268518737,529.3512,874.0627,539.1412,2.65261,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,0,0,
🇳🇴,skycrab1,0,0,8:38.021,8:38.021,06 May 2025,365,(U),unknown,,,https://www.youtube.com/watch?v=VTFc9umQMn8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=120,8,38,21,518021,518,0,410359,1.262360518,421494,1.229011564,-0.0005,0.8332,2.702661917,477.2014,572.7439,538.8150,2.65419,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0.007729489191,4.427017991,
🇰🇷,dwoh,0,1,8:48.684,8:38.155,02 Feb 2025,458,(V),3434004177647168368,,,https://www.speedrun.com/mc/runs/ylp19kkm,8,38,155,518155,518,0,410359,1.262687062,421494,1.22932948,-0.0005,0.7953,2.708052781,454.6949,571.7070,537.8642,2.65882,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇸,Kind,0,1,8:37.353,8:38.527,24 Jun 2023,1047,(V),8707775504708410399,,,https://www.speedrun.com/mc/runs/znelek8z,8,38,527,518527,519,1,410359,1.263593585,465828,1.113129739,-0.0005,0.5924,1.27851819,516.5795,871.9476,535.2227,2.67171,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇧🇷,misfitmcsr,0,1,8:38.209,8:38.728,15 Jul 2025,295,(V),2738581748136977282,,,https://www.speedrun.com/mc/runs/y9e8jwvz,8,38,728,518728,519,1,410359,1.2640834,410359,1.2640834,-0.0005,0.8629,3.359686473,392.6513,455.0566,533.7941,2.67870,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,8:38.735,8:38.735,15 Nov 2025,172,(U),unknown,,,https://www.youtube.com/watch?v=TfnVJFvNoDY,8,38,735,518735,519,1,410359,1.264100458,410359,1.264100458,-0.0005,0.9176,3.360038394,417.5040,454.9985,533.7444,2.67894,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0.6011896721,273.5403921,
🇨🇦,Jay12310,0,0,8:36.088,8:38.790,24 Nov 2025,163,(U),unknown,,,https://www.youtube.com/watch?v=t3Th0f5TeHc&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=7,8,38,790,518790,519,1,410359,1.264234487,410359,1.264234487,-0.0005,0.9217,3.362804641,418.9658,454.5415,533.3533,2.68085,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,163,0.6485120461,294.7756525,
🇨🇦,Jay12310,0,0,8:39.147,8:39.147,06 Dec 2025,151,(U),unknown,,,https://www.youtube.com/watch?v=SSESxjNH_hk&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=10,8,39,147,519147,519,0,410359,1.265104457,410359,1.265104457,-0.0005,0.9273,3.380810086,418.7365,451.5752,530.8133,2.69331,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0.708719754,320.0402659,
🇺🇸,doogile,0,0,8:39.037,8:39.282,30 Mar 2025,402,(U),8886412600271699411,,,https://www.youtube.com/watch?v=u6qbrlizGMM,8,39,282,519282,519,0,410359,1.265433438,421494,1.232003303,-0.0005,0.8179,2.753780389,460.4491,562.9565,529.8521,2.69804,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,402,0.001508739417,0.8493545949,
🇺🇸,Reignex,0,1,8:39.268,8:39.218,18 Sep 2022,1326,(U),Unknown,12,Yes,https://www.youtube.com/watch?v=z1feRpPuykI,8,39,218,519218,519,0,410359,1.265277477,517884,1.002575866,-0.0005,0.5153,0.610396837,514.4946,998.4310,530.3079,2.69580,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,8:39.524,8:39.524,08 Feb 2025,452,(U),-1918684009025106856,,,https://www.youtube.com/watch?v=4Ncc5fSS7fU,8,39,524,519524,520,1,410359,1.266023165,421494,1.232577451,-0.0005,0.7977,2.763690432,447.5763,561.0707,528.1281,2.70652,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0.00009760900544,0.05476555604,
🇩🇪,jason_n,0,0,8:39.547,8:39.547,14 Sep 2024,599,(U),-6811725567637899791,,,https://www.youtube.com/watch?v=vO1lOV6z_rs,8,39,547,519547,520,1,410359,1.266079214,421494,1.232632018,-0.0005,0.7412,2.764633978,415.7264,560.8914,527.9642,2.70733,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,599,0.0000000004635161444,0.000000259982214,
🇫🇮,sadekeppi,0,0,8:39.634,8:39.634,23 Nov 2025,164,(U),unknown,,,https://www.youtube.com/watch?v=7l0U6MbHxfo,8,39,634,519634,520,1,410359,1.266291223,410359,1.266291223,-0.0005,0.9213,3.405512303,412.2953,447.5284,527.3441,2.71039,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,0.6433319732,287.9093116,
🇳🇴,skycrab1,0,0,8:39.547,8:39.779,30 May 2025,341,(U),unknown,,,https://www.youtube.com/watch?v=NFMHJvhQb_w&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=129,8,39,779,519779,520,1,410359,1.266644572,421494,1.233182442,-0.0005,0.8432,2.774167855,471.4414,559.0812,526.3102,2.71549,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,341,0.01896458285,10.60274202,
🇫🇮,AndrewCrow,0,0,8:38.402,8:39.880,12 Aug 2025,267,(U),unknown,,,https://www.youtube.com/watch?v=psOz3n2aTy0,8,39,880,519880,520,1,410359,1.266890698,410359,1.266890698,-0.0005,0.8750,3.418051969,389.8109,445.4841,525.5898,2.71905,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0.1490585198,66.40320767,
🇵🇱,watermelon1708,0,0,8:39.647,8:40.008,29 Nov 2025,158,(U),unknown,,,https://www.youtube.com/watch?v=t10Ij-c_N2s,8,40,8,520008,520,0,410359,1.26720262,410359,1.26720262,-0.0005,0.9240,3.424593122,410.6623,444.4205,524.6766,2.72357,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,158,0.6740633375,299.5675648,
🇩🇪,jason_n,0,0,8:40.038,8:40.038,21 Aug 2024,623,(U),8973323366010797251,,,https://www.youtube.com/watch?v=wtVTAwET8cA,8,40,38,520038,520,0,410359,1.267275727,421494,1.233796922,-0.0005,0.7323,2.784846525,407.9600,557.0579,524.4625,2.72463,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,623,0,0.00000001755780085,
🇮🇹,nonshochiama,0,1,8:38.077,8:40.586,04 Jan 2024,853,(V),8591525407209828717,,,https://www.speedrun.com/mc/runs/m73l1key,8,40,586,520586,521,1,410359,1.268611143,421494,1.23509706,-0.0005,0.6528,2.807563846,360.8417,552.7686,520.5487,2.74405,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:39.979,8:40.694,15 Nov 2025,172,(U),unknown,,,https://www.youtube.com/watch?v=EKR-bvraczI,8,40,694,520694,521,1,410359,1.268874327,410359,1.268874327,-0.0005,0.9176,3.459842259,402.5674,438.7205,519.7767,2.74789,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0.6011896721,263.7542294,
🇺🇸,doogile,0,0,8:39.729,8:40.725,09 Dec 2023,879,(U),-5412281049038794009,,,https://www.youtube.com/watch?v=Jv2jo4YQLrw,8,40,725,520725,521,1,410359,1.268949871,446254,1.166880297,-0.0005,0.6444,1.818622361,486.6672,755.2739,519.5551,2.74900,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,879,0,0,
🇺🇸,doogile,0,0,8:40.768,8:40.768,16 Jul 2024,659,(U),8198000986967179551,,,https://www.youtube.com/watch?v=Ce_A0Sa97Hg,8,40,768,520768,521,1,410359,1.269054657,421494,1.235528857,-0.0005,0.7193,2.815145764,396.5708,551.3415,519.2476,2.75053,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,659,0,0.0000000002052559408,
🇳🇴,skycrab1,0,0,8:40.888,8:40.888,08 Dec 2025,149,(U),unknown,,,https://www.youtube.com/watch?v=xihX3p1Fp4s&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=153,8,40,888,520888,521,1,410359,1.269347084,410359,1.269347084,-0.0005,0.9282,3.469869799,405.7276,437.1088,518.3895,2.75481,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0.718352488,313.9981827,
🇹🇷,Ancoboy,0,1,8:39.744,8:40.941,15 Dec 2023,873,(U),-2037700049700041325,,,https://www.youtube.com/watch?v=rIQn66zPVwM,8,40,941,520941,521,1,410359,1.269476239,446254,1.167364326,-0.0005,0.6463,1.82433381,487.3304,754.0377,518.0103,2.75670,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,megelimc,0,1,8:35.954,8:41.307,26 Jun 2024,679,(V),5074648903421430178,,,https://www.speedrun.com/mc/runs/zq8l7d1z,8,41,307,521307,521,0,410359,1.270368141,421494,1.236807641,-0.0005,0.7121,2.837708994,389.6102,547.1083,515.3910,2.76979,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:40.847,8:41.542,18 May 2025,353,(U),unknown,,,https://www.youtube.com/watch?v=xJ01M7bzZw4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=123,8,41,542,521542,522,1,410359,1.27094081,421494,1.237365182,-0.0005,0.8382,2.84759764,457.0358,545.2595,513.7079,2.77823,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,353,0.0122933391,6.703059652,
🇨🇦,Jay12310,0,1,8:41.613,8:41.613,31 Jan 2024,826,(V),-2567989600321826795,,,https://www.speedrun.com/mc/runs/z1ke12jy,8,41,613,521613,522,1,410359,1.27111383,421494,1.23753363,-0.0005,0.6617,2.850591415,360.4078,544.7005,513.1993,2.78078,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,826,0,0,
🇬🇧,biased,0,1,8:39.479,8:42.046,21 Sep 2024,592,(V),-1851988790638545849,,,https://www.speedrun.com/mc/runs/z0qx9l9m,8,42,46,522046,522,0,410359,1.272169003,421494,1.238560929,-0.0005,0.7438,2.868911084,402.6031,541.2879,510.0953,2.79640,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,8:42.341,8:42.341,21 Jun 2025,319,(U),-7609881780988686655,,,https://www.youtube.com/watch?v=MuohhSr-XiM,8,42,341,522341,522,0,410359,1.272887886,410359,1.272887886,-0.0005,0.8526,3.545809239,362.3799,425.0442,507.9789,2.80708,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,319,0.03892276815,16.5438973,
🇺🇸,doogile,0,0,8:42.117,8:42.986,28 Feb 2024,798,(U),5949882598636664818,,,https://www.youtube.com/watch?v=oCkkuqlQ9Po,8,42,986,522986,523,1,410359,1.27445968,421494,1.240791091,-0.0005,0.6710,2.909049136,358.2139,533.8583,503.3470,2.83057,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,798,0,0,
🇵🇱,Mixray,0,1,8:38.475,8:43.007,24 Dec 2023,864,(V),-9159005293217893627,,,https://www.speedrun.com/mc/run/y2kweg9y,8,43,7,523007,523,0,410359,1.274510855,446254,1.171993977,-0.0005,0.6492,1.879807536,481.7462,742.0507,503.1961,2.83133,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
