flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss 
🇫🇮,sadekeppi,0,0,9:05.453,9:07.231,05 Apr 2025,458,(U),3784350697232535949,,,https://www.youtube.com/watch?v=_6D4CEjB7EI,9,7,231,547231,1778,1.778,545453,1.333542094,421494,1.298312669,,0.7953,3.209031116,34.4119,43.2676,197.7565,5.63065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:06.897,9:07.297,05 May 2025,428,(U),5215338801678081222,,,https://www.youtube.com/watch?v=jzfuky40oOw,9,7,297,547297,400,0.4,546897,1.333702928,421494,1.298469255,,0.8073,3.211656867,34.8945,43.2212,197.3054,5.63622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:06.737,9:07.310,04 Jul 2025,368,(U),unknown,,,https://www.youtube.com/watch?v=9ykWGMkAK-8,9,7,310,547310,573,0.573,546737,1.333734608,410359,1.333734608,,0.8319,3.853668775,27.4229,32.9628,197.2167,5.63732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.485,9:07.485,08 Feb 2025,514,(U),3737533492080781915,,,https://www.youtube.com/watch?v=vIyLdcMlpzU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=116,9,7,485,547485,0,0,547485,1.334161064,421494,1.298915287,,0.7734,3.219146699,33.3237,43.0890,196.0233,5.65212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇷,ulsahin,0,1,9:06.967,9:07.594,16 Aug 2024,690,(U),6515232472019491580,,,https://www.youtube.com/watch?v=fQ_ZB25zjTw,9,7,594,547594,627,0.627,546967,1.334426685,421494,1.299173891,,0.7082,3.223496281,30.4623,43.0124,195.2818,5.66136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,ninathepig,0,1,8:54.614,9:07.741,08 Nov 2022,1337,(V),1527477638666863321,,,https://www.speedrun.com/mc/run/z1g48nrz,9,7,741,547741,13127,13.127,534614,1.334784908,495537,1.105348339,,0.5125,1.108008388,45.8645,89.4958,194.2839,5.67384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.893,9:07.893,16 Nov 2024,598,(U),3572344265609154792,,,https://www.youtube.com/watch?v=GB4EvDhnAj0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=94,9,7,893,547893,0,0,547893,1.335155315,421494,1.299883272,,0.7416,3.235454404,31.7405,42.8024,193.2547,5.68677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:07.950,9:07.950,16 Aug 2024,690,(U),unknown,,,https://www.youtube.com/watch?v=rVh_EFcoA_Q,9,7,950,547950,0,0,547950,1.335294218,421494,1.300018506,,0.7082,3.237738494,30.2851,42.7623,192.8695,5.69162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.208,9:08.108,24 Aug 2024,682,(U),8200471492953039268,,,https://www.youtube.com/watch?v=7kCryLBekaY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=59,9,8,108,548108,5900,5.9,542208,1.335679247,421494,1.300393363,,0.7111,3.244077288,30.3276,42.6513,191.8036,5.70510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:08.173,9:08.173,22 Jul 2025,350,(U),unknown,,,https://www.youtube.com/watch?v=ywxlACuqAe0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=137,9,8,173,548173,0,0,548173,1.335837645,410359,1.335837645,,0.8395,3.89529685,27.1738,32.3707,191.3660,5.71065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:04.666,9:08.266,14 Nov 2023,966,(U),-4809940892150569008,,,https://www.youtube.com/watch?v=gg6rLSlqqqc,9,8,266,548266,3600,3.6,544666,1.336064275,465828,1.176970899,,0.6169,1.664336141,47.0390,76.2469,190.7406,5.71860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇧🇪,boyenn,0,0,9:08.407,9:08.407,09 Mar 2025,485,(U),unknown,,,https://www.youtube.com/watch?v=PIdpIYU0iN8,9,8,407,548407,0,0,548407,1.336407877,421494,1.301102744,,0.7847,3.256102898,33.3022,42.4414,189.7945,5.73068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:08.371,9:08.421,08 Jun 2023,1125,(U),unknown,,,https://www.youtube.com/watch?v=IffgSK8FXyU,9,8,421,548421,50,0.05,548371,1.336441993,465828,1.17730364,,0.5698,1.667434537,43.4018,76.1725,189.7007,5.73188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:08.473,9:08.473,17 Jul 2025,355,(U),-4757456621971521047,,,https://www.youtube.com/watch?v=3NgUon3iBFM,9,8,473,548473,0,0,548473,1.336568712,410359,1.336568712,,0.8374,3.909860173,26.9342,32.1656,189.3525,5.73634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:05.980,9:08.551,02 Feb 2024,886,(U),unknown,,,https://www.youtube.com/watch?v=4fdVhFGeQgo&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=5,9,8,551,548551,2571,2.571,545980,1.336758789,421494,1.301444386,,0.6421,3.261908547,27.1870,42.3403,188.8307,5.74304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,9:05.143,9:08.616,28 Apr 2024,800,(U),unknown,,,https://www.youtube.com/watch?v=Tkpk81EmGKE,9,8,616,548616,3473,3.473,545143,1.336917187,421494,1.301598599,,0.6703,3.26453215,28.3510,42.2947,188.3964,5.74862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,drip120,0,0,9:07.364,9:08.692,01 Nov 2025,248,(U),unknown,,,https://www.youtube.com/watch?v=xe-spdcY7jk,9,8,692,548692,1328,1.328,547364,1.337102391,410359,1.337102391,,0.8834,3.920521621,28.2824,32.0161,187.8893,5.75516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:08.808,9:08.808,22 May 2025,411,(U),7495631434322162088,,,https://www.youtube.com/watch?v=p9ACbnS-GcQ,9,8,808,548808,0,0,548808,1.33738507,421494,1.302054122,,0.8142,3.272292768,34.3283,42.1600,187.1166,5.76515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,Cube1337x,1,1,9:06.178,9:08.820,22 Jan 2022,1627,(V),5182416045755256460,,,https://www.speedrun.com/mc/runs/mr673jdm,9,8,820,548820,2642,2.642,546178,1.337414313,576000,0.9528125,,0.4433,0.4564692945,45.3194,102.2310,187.0368,5.76619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:09.076,9:09.076,26 Nov 2024,588,(U),9146773889861471357,,,https://www.youtube.com/watch?v=YABLZ52h9Ug&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=98,9,9,76,549076,0,0,549076,1.338038157,421494,1.302689955,,0.7453,3.283152571,31.2807,41.9720,185.3375,5.78829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇭🇺,Fe666,0,1,9:06.021,9:09.448,23 Jan 2023,1261,(V),2113816333217399931,,,https://www.speedrun.com/mc/run/y4g7pk2y,9,9,448,549448,3427,3.427,546021,1.33894468,495537,1.108793087,,0.5323,1.130204806,47.3682,88.9836,182.8822,5.82055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.533,9:09.719,10 Apr 2024,818,(U),unknown,,,https://www.youtube.com/watch?v=s7Oyw0cBsDM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=14,9,9,719,549719,7186,7.186,542533,1.339605078,421494,1.304215481,,0.6643,3.309338022,27.5831,41.5212,181.1040,5.84416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:08.362,9:09.903,03 Feb 2024,885,(U),4060064418388945747,,,https://www.youtube.com/watch?v=z1xyWdGMjq8,9,9,903,549903,1541,1.541,548362,1.340053465,421494,1.304652024,,0.6424,3.316865105,26.5916,41.3923,179.9017,5.86023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:08.845,9:10.172,29 Oct 2024,616,(U),-4790850567885431426,,,https://www.youtube.com/watch?v=RbtDei5_zJ4,9,10,172,550172,1327,1.327,548845,1.340708989,421494,1.30529023,,0.7349,3.327896603,30.2814,41.2039,178.1514,5.88380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:09.128,9:10.259,08 Jun 2025,394,(U),unknown,,,https://www.youtube.com/watch?v=SiADDCUpd7E,9,10,259,550259,1131,1.131,549128,1.340920998,421494,1.305496638,,0.8212,3.331471342,33.7863,41.1430,177.5872,5.89144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:05.662,9:10.523,09 Nov 2023,971,(U),78496239085493281,,,https://www.youtube.com/watch?v=gieho9nQgi0,9,10,523,550523,4861,4.861,545662,1.341564338,465828,1.181816035,,0.6154,1.709975074,46.2478,75.1522,175.8808,5.91468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:07.746,9:10.622,05 Nov 2023,975,(U),1666689678537156689,,,https://www.youtube.com/watch?v=VZnZzz2vZfk,9,10,622,550622,2876,2.876,547746,1.34180559,465828,1.18202856,,0.6142,1.712002809,46.1256,75.1036,175.2431,5.92342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:09.863,9:10.809,08 Mar 2024,851,(U),unknown,,,https://www.youtube.com/watch?v=LhLJ0UepT94&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=11,9,10,809,550809,946,0.946,549863,1.342261288,421494,1.30680152,,0.6534,3.354148905,26.6332,40.7583,174.0418,5.93995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,wethr,0,0,9:07.990,9:10.876,11 Sep 2024,664,(U),8925439864684904975,,,https://www.youtube.com/watch?v=KXY6Mxtdm1U,9,10,876,550876,2886,2.886,547990,1.34242456,421494,1.306960479,,0.7175,3.356920742,29.2099,40.7114,173.6125,5.94589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇭🇷,CroProYT,0,1,9:10.972,9:10.972,06 May 2023,1157.645833,(V),-3937688426642137933,,,https://www.speedrun.com/mc/run/z5p1o7dm,9,10,972,550972,0,0,550972,1.342658501,465828,1.18277991,,0.5606,1.71918913,42.0034,74.9315,172.9982,5.95440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Feinberg,0,0,9:07.558,9:11.108,05 Mar 2024,854,(U),-6417905259519219654,,,https://www.youtube.com/watch?v=OEKYeJXKFLs,9,11,108,551108,3550,3.55,547558,1.342989919,421494,1.307510902,,0.6525,3.366534388,26.4569,40.5493,172.1300,5.96648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,catJAM19,0,1,9:09.695,9:11.108,21 Oct 2025,259,(V),8621681605212957189,,,https://www.speedrun.com/mc/runs/yw58nw2y,9,11,108,551108,1413,1.413,549695,1.342989919,410359,1.342989919,,0.8785,4.039846234,26.6910,30.3813,172.1300,5.96648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:10.726,9:11.397,13 Jun 2024,754,(U),-8879598757614006862,,,https://www.youtube.com/watch?v=cIcsjmes9iM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=29,9,11,397,551397,671,0.671,550726,1.34369418,421494,1.308196558,,0.6859,3.378544019,27.6749,40.3474,170.2927,5.99222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,9:11.155,9:11.500,28 Mar 2026,101,(U),unknown,,,https://www.youtube.com/watch?v=n1bfxslQnoY,9,11,500,551500,345,0.345,551155,1.34394518,410359,1.34394518,,0.9508,4.059504875,28.6354,30.1186,169.6404,6.00141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.538,9:11.538,19 Dec 2025,200,(U),unknown,,,https://www.youtube.com/watch?v=cGZBFX1-arU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=160,9,11,538,551538,0,0,551538,1.344037782,410359,1.344037782,,0.9048,4.061415022,27.2294,30.0932,169.4001,6.00481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,9:11.468,9:11.596,25 Jan 2026,163,(U),unknown,,,https://www.youtube.com/watch?v=bauK5JutqFo,9,11,596,551596,128,0.128,551468,1.344179121,410359,1.344179121,,0.9217,4.064332033,27.7021,30.0544,169.0336,6.01000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,xzeroxy,0,1,9:04.267,9:11.604,25 Dec 2023,925,(V),861747958763840487,,,https://www.speedrun.com/mc/runs/yjwoo7dm,9,11,604,551604,7337,7.337,544267,1.344198616,446254,1.236076315,,0.6297,2.304382723,38.6395,61.3610,168.9831,6.01071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.051,9:11.608,20 Sep 2025,290,(U),unknown,,,https://www.youtube.com/watch?v=jITLzyt8gXQ&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=141,9,11,608,551608,557,0.557,551051,1.344208364,410359,1.344208364,,0.8650,4.064935782,25.9908,30.0463,168.9579,6.01107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:11.814,9:11.814,14 Jan 2026,174,(U),1219385164880601751,,,https://www.youtube.com/watch?v=qmwuUfY7LMs&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=22,9,11,814,551814,0,0,551814,1.344710363,410359,1.344710363,,0.9167,4.075312439,27.4166,29.9087,167.6600,6.02953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,pardonmc,0,0,9:11.900,9:11.900,21 Jan 2025,532,(U),6217084092394614607,,,https://www.speedrun.com/mc/runs/y4j7p1ny,9,11,900,551900,0,0,551900,1.344919936,421494,1.309389932,,0.7664,3.399536867,30.6547,39.9963,167.1197,6.03725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.308,9:12.058,19 Dec 2025,200,(U),see video,,,https://www.youtube.com/watch?v=Z1rqujzYKV8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=159,9,12,58,552058,750,0.75,551308,1.345304965,410359,1.345304965,,0.9048,4.087633342,26.9153,29.7460,166.1296,6.05146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,drip120,0,0,9:10.678,9:12.062,29 Aug 2024,677,(U),unknown,,,https://www.youtube.com/watch?v=LSRuTRyAUfA,9,12,62,552062,1384,1.384,550678,1.345314712,421494,1.309774279,,0.7128,3.406322465,28.4304,39.8833,166.1045,6.05182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇺,Erikfzf,0,1,9:12.227,9:12.227,05 Jul 2023,1098,(V),7337174511026994351,,,https://www.speedrun.com/mc/runs/znvqd5lm,9,12,227,552227,0,0,552227,1.345716799,465828,1.185474038,,0.5775,1.74518346,42.9158,74.3096,165.0740,6.06669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:12.154,9:12.313,18 Jun 2025,384,(U),unknown,,,https://www.youtube.com/watch?v=mgqba8qgpQE,9,12,313,552313,159,0.159,552154,1.345926372,410359,1.345926372,,0.8253,4.100544661,24.4094,29.5762,164.5382,6.07445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,1,9:09.804,9:12.402,11 Aug 2024,695,(V),-2254865974237692647,,,https://www.speedrun.com/mc/runs/z0qrw64m,9,12,402,552402,2598,2.598,549804,1.346143255,421494,1.310580934,,0.7065,3.420602747,28.0082,39.6463,163.9847,6.08249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:10.431,9:12.727,07 Feb 2026,150,(U),unknown,,,https://www.youtube.com/watch?v=__q_TjQ_FMo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=164,9,12,727,552727,2296,2.296,550431,1.346935245,410359,1.346935245,,0.9277,4.12158288,27.1841,29.3013,161.9720,6.11195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇺,mikky_,0,0,9:12.885,9:12.885,28 May 2025,405,(U),unknown,,,https://www.youtube.com/watch?v=p26FVhuUzA8,9,12,885,552885,0,0,552885,1.347320273,421494,1.311726857,,0.8167,3.440980027,32.1040,39.3100,160.9983,6.12631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇿,Cursed_Carrot,0,1,9:00.750,9:12.941,11 Mar 2023,1214,(U),2638661032627702990,,,https://www.youtube.com/watch?v=xsjwfJw8KyQ,9,12,941,552941,12191,12.191,540750,1.347456739,465828,1.187006792,,0.5450,1.76013128,40.3029,73.9525,160.6540,6.13141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:12.892,9:13.067,13 Apr 2025,450,(U),-7593319761722198140,,,https://www.youtube.com/watch?v=5-GsNMW2ryY,9,13,67,553067,175,0.175,552892,1.347763787,421494,1.312158655,,0.7985,3.448686176,31.2886,39.1834,159.8807,6.14290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:13.123,9:13.123,31 Jan 2026,157,(U),2793387180528208862,,,https://www.youtube.com/watch?v=tWXMNab6zb8&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=26,9,13,123,553123,0,0,553123,1.347900253,410359,1.347900253,,0.9245,4.141795058,26.8468,29.0392,159.5377,6.14801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.847,9:13.147,18 Feb 2024,870,(U),unknown,,,https://www.youtube.com/watch?v=kFt_4d61onA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=10,9,13,147,553147,1300,1.3,551847,1.347958739,421494,1.312348456,,0.6473,3.452078312,25.3260,39.1278,159.3908,6.15020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,9:11.361,9:13.246,23 Apr 2024,805,(U),unknown,,,https://www.youtube.com/watch?v=o0rQGFOfasI,9,13,246,553246,1885,1.885,551361,1.348199991,421494,1.312583335,,0.6686,3.456280157,26.1166,39.0589,158.7856,6.15925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:13.305,9:13.305,18 May 2025,415,(U),5319889205923870675,,,https://www.youtube.com/watch?v=ztGEXhDZfOU,9,13,305,553305,0,0,553305,1.348343767,421494,1.312723313,,0.8126,3.458786433,31.7065,39.0179,158.4256,6.16464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:12.171,9:13.635,17 Jul 2025,355,(U),unknown,,,https://www.youtube.com/watch?v=ty4JUqRnYw0,9,13,635,553635,1464,1.464,552171,1.349147941,410359,1.349147941,,0.8374,4.168056997,24.0335,28.7015,156.4200,6.19491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,1,9:13.730,9:13.730,02 May 2023,1162,(V),1132467978693802935,,,https://www.speedrun.com/mc/runs/z5poxedm,9,13,730,553730,0,0,553730,1.349379446,465828,1.18870055,,0.5593,1.776784501,41.1422,73.5550,155.8453,6.20365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
